timestamp,cell_load_prb,rnti,rsrp_dbm,ber_dl,ber_ul,mcs_dl,mcs_ul
2025-08-28T12:22:56.950244,75,1804289383,-54.14,0.2827,0.4821,16,21
2025-08-28T12:22:56.950244,75,846930886,-48.36,0.1484,0.7272,16,13
2025-08-28T12:22:56.950244,75,1681692777,-92.93,0.8487,0.6148,27,26
2025-08-28T12:22:56.950244,75,1714636915,-111.10,0.7037,0.9467,23,13
2025-08-28T12:22:56.951556,54,1804289383,-53.01,0.6533,0.7020,3,25
2025-08-28T12:22:56.951556,54,846930886,-55.13,0.1395,0.2200,16,2
2025-08-28T12:22:56.951556,54,1681692777,-40.73,0.9315,0.1811,12,25
2025-08-28T12:22:56.951556,54,1714636915,-36.48,0.9411,0.0390,19,18
2025-08-28T12:22:56.952687,88,1804289383,-48.45,0.3835,0.7421,14,15
2025-08-28T12:22:56.952687,88,846930886,-48.03,0.6622,0.8648,27,16
2025-08-28T12:22:56.952687,88,1681692777,-34.55,0.3730,0.0829,16,5
2025-08-28T12:22:56.952687,88,1714636915,-110.66,0.9940,0.5921,20,13
2025-08-28T12:22:56.953749,33,1804289383,-86.33,0.8741,0.5188,10,24
2025-08-28T12:22:56.953749,33,846930886,-97.14,0.3757,0.8280,26,0
2025-08-28T12:22:56.953749,33,1681692777,-97.25,0.6122,0.5893,15,17
2025-08-28T12:22:56.953749,33,1714636915,-44.52,0.8897,0.2528,2,25
2025-08-28T12:22:56.954966,91,1804289383,-70.02,0.3535,0.2920,16,22
2025-08-28T12:22:56.954966,91,846930886,-22.09,0.0919,0.8916,10,26
2025-08-28T12:22:56.954966,91,1681692777,-94.68,0.8532,0.3369,4,11
2025-08-28T12:22:56.954966,91,1714636915,-117.46,0.6289,0.6741,2,11
2025-08-28T12:22:56.955943,9,1804289383,-117.44,0.0653,0.4135,20,2
2025-08-28T12:22:56.955943,9,846930886,-62.61,0.2784,0.8551,16,5
2025-08-28T12:22:56.955943,9,1681692777,-71.73,0.9274,0.0080,15,12
2025-08-28T12:22:56.955943,9,1714636915,-92.68,0.5746,0.6172,9,18
2025-08-28T12:22:56.956870,46,1804289383,-22.77,0.7295,0.7868,19,7
2025-08-28T12:22:56.956870,46,846930886,-30.83,0.6464,0.5517,4,11
2025-08-28T12:22:56.956870,46,1681692777,-98.50,0.9570,0.2460,17,19
2025-08-28T12:22:56.956870,46,1714636915,-107.69,0.4934,0.9125,14,27
2025-08-28T12:22:57.445995,76,1804289383,-42.40,0.2173,0.3781,17,16
2025-08-28T12:22:57.445995,76,846930886,-85.47,0.3932,0.7845,4,4
2025-08-28T12:22:57.445995,76,1681692777,-31.68,0.0748,0.7136,9,10
2025-08-28T12:22:57.445995,76,1714636915,-117.89,0.5296,0.1529,19,19
2025-08-28T12:22:57.450444,60,1804289383,-116.45,0.6080,0.5572,11,10
2025-08-28T12:22:57.450444,60,846930886,-94.01,0.9480,0.2803,9,25
2025-08-28T12:22:57.450444,60,1681692777,-109.33,0.4772,0.2214,18,23
2025-08-28T12:22:57.450444,60,1714636915,-68.05,0.4999,0.7731,4,18
2025-08-28T12:22:57.452056,77,1804289383,-100.46,0.1403,0.5672,17,15
2025-08-28T12:22:57.452056,77,846930886,-74.13,0.3483,0.2908,14,19
2025-08-28T12:22:57.452056,77,1681692777,-89.56,0.0667,0.2478,9,21
2025-08-28T12:22:57.452056,77,1714636915,-64.17,0.2523,0.5041,11,25
2025-08-28T12:22:57.453538,17,1804289383,-117.59,0.3172,0.9415,0,27
2025-08-28T12:22:57.453538,17,846930886,-33.19,0.7973,0.0107,8,11
2025-08-28T12:22:57.453538,17,1681692777,-39.95,0.0085,0.0484,11,7
2025-08-28T12:22:57.453538,17,1714636915,-59.61,0.1488,0.5689,19,23
2025-08-28T12:22:57.455082,87,1804289383,-30.56,0.0872,0.1422,7,5
2025-08-28T12:22:57.455082,87,846930886,-70.97,0.3985,0.9438,15,0
2025-08-28T12:22:57.455082,87,1681692777,-119.65,0.8074,0.1749,6,26
2025-08-28T12:22:57.455082,87,1714636915,-71.56,0.8008,0.3094,16,6
2025-08-28T12:22:57.458897,8,1804289383,-42.90,0.3305,0.7149,16,21
2025-08-28T12:22:57.458897,8,846930886,-49.69,0.3400,0.0795,14,27
2025-08-28T12:22:57.458897,8,1681692777,-55.56,0.7903,0.3200,1,6
2025-08-28T12:22:57.458897,8,1714636915,-99.52,0.0430,0.1196,10,23
2025-08-28T12:22:57.460114,68,1804289383,-88.91,0.4512,0.1024,18,9
2025-08-28T12:22:57.460114,68,846930886,-101.48,0.6204,0.5518,2,24
2025-08-28T12:22:57.460114,68,1681692777,-38.43,0.5156,0.2498,7,7
2025-08-28T12:22:57.460114,68,1714636915,-38.33,0.1557,0.0708,20,4
2025-08-28T12:22:57.461138,20,1804289383,-41.72,0.6535,0.4652,11,16
2025-08-28T12:22:57.461138,20,846930886,-41.55,0.9023,0.5729,17,1
2025-08-28T12:22:57.461138,20,1681692777,-30.40,0.2357,0.1036,9,23
2025-08-28T12:22:57.461138,20,1714636915,-100.81,0.5164,0.8549,1,9
2025-08-28T12:22:57.462196,51,1804289383,-50.12,0.3010,0.7153,11,15
2025-08-28T12:22:57.462196,51,846930886,-99.55,0.7696,0.2311,8,24
2025-08-28T12:22:57.462196,51,1681692777,-57.91,0.8580,0.0557,9,2
2025-08-28T12:22:57.462196,51,1714636915,-85.16,0.5232,0.7989,19,11
2025-08-28T12:22:57.944795,7,1804289383,-31.29,0.6281,0.2801,17,1
2025-08-28T12:22:57.944795,7,846930886,-35.23,0.7420,0.8268,4,1
2025-08-28T12:22:57.944795,7,1681692777,-96.68,0.1487,0.3569,2,25
2025-08-28T12:22:57.944795,7,1714636915,-76.76,0.0028,0.7943,12,9
2025-08-28T12:22:57.948909,32,1804289383,-68.35,0.6489,0.2533,13,2
2025-08-28T12:22:57.948909,32,846930886,-89.91,0.3154,0.5612,17,14
2025-08-28T12:22:57.948909,32,1681692777,-116.77,0.9290,0.9796,0,16
2025-08-28T12:22:57.948909,32,1714636915,-57.62,0.7744,0.3907,11,7
2025-08-28T12:22:57.950369,90,1804289383,-86.43,0.7729,0.1582,17,23
2025-08-28T12:22:57.950369,90,846930886,-44.57,0.1300,0.4333,2,21
2025-08-28T12:22:57.950369,90,1681692777,-95.97,0.4032,0.0157,3,17
2025-08-28T12:22:57.950369,90,1714636915,-110.69,0.5557,0.1772,8,27
2025-08-28T12:22:57.953516,4,1804289383,-61.40,0.2348,0.3547,24,17
2025-08-28T12:22:57.953516,4,846930886,-65.49,0.9767,0.6347,15,4
2025-08-28T12:22:57.953516,4,1681692777,-45.71,0.3180,0.0599,10,14
2025-08-28T12:22:57.953516,4,1714636915,-22.48,0.8729,0.7522,18,22
2025-08-28T12:22:57.954686,2,1804289383,-20.56,0.6511,0.7162,7,13
2025-08-28T12:22:57.954686,2,846930886,-67.29,0.1716,0.5364,25,4
2025-08-28T12:22:57.954686,2,1681692777,-105.54,0.7620,0.8487,12,26
2025-08-28T12:22:57.954686,2,1714636915,-67.71,0.1213,0.4076,13,0
2025-08-28T12:22:57.955749,42,1804289383,-104.01,0.0829,0.5577,19,12
2025-08-28T12:22:57.955749,42,846930886,-113.40,0.9121,0.2790,21,22
2025-08-28T12:22:57.955749,42,1681692777,-54.82,0.7171,0.1044,11,12
2025-08-28T12:22:57.955749,42,1714636915,-29.66,0.8233,0.6968,14,13
2025-08-28T12:22:57.956751,17,1804289383,-76.17,0.1660,0.4000,17,5
2025-08-28T12:22:57.956751,17,846930886,-65.56,0.8459,0.6668,10,15
2025-08-28T12:22:57.956751,17,1681692777,-53.23,0.6273,0.2184,14,2
2025-08-28T12:22:57.956751,17,1714636915,-48.50,0.5798,0.2102,5,18
2025-08-28T12:22:57.957793,12,1804289383,-60.75,0.0723,0.5194,1,26
2025-08-28T12:22:57.957793,12,846930886,-54.00,0.2894,0.3520,0,8
2025-08-28T12:22:57.957793,12,1681692777,-74.44,0.8261,0.9448,9,9
2025-08-28T12:22:57.957793,12,1714636915,-118.94,0.3015,0.6368,3,19
2025-08-28T12:22:57.958873,46,1804289383,-63.10,0.1805,0.8122,7,0
2025-08-28T12:22:57.958873,46,846930886,-84.01,0.7792,0.5446,5,3
2025-08-28T12:22:57.958873,46,1681692777,-63.07,0.4322,0.1661,7,25
2025-08-28T12:22:57.958873,46,1714636915,-103.12,0.8587,0.2327,20,18
2025-08-28T12:22:58.445675,50,1804289383,-23.52,0.3483,0.7057,5,6
2025-08-28T12:22:58.445675,50,846930886,-23.07,0.6016,0.8251,3,10
2025-08-28T12:22:58.445675,50,1681692777,-116.80,0.1499,0.5584,5,20
2025-08-28T12:22:58.445675,50,1714636915,-88.97,0.8112,0.5241,20,13
2025-08-28T12:22:58.448395,2,1804289383,-57.69,0.6241,0.0702,27,25
2025-08-28T12:22:58.448395,2,846930886,-86.77,0.8558,0.3017,2,19
2025-08-28T12:22:58.448395,2,1681692777,-93.86,0.6806,0.8116,15,9
2025-08-28T12:22:58.448395,2,1714636915,-41.19,0.8630,0.3202,9,27
2025-08-28T12:22:58.450641,32,1804289383,-28.26,0.1675,0.8152,16,14
2025-08-28T12:22:58.450641,32,846930886,-111.56,0.4415,0.4282,13,21
2025-08-28T12:22:58.450641,32,1681692777,-40.62,0.7084,0.0125,8,13
2025-08-28T12:22:58.450641,32,1714636915,-92.64,0.6496,0.1430,26,5
2025-08-28T12:22:58.451701,33,1804289383,-75.06,0.5671,0.7011,6,22
2025-08-28T12:22:58.451701,33,846930886,-102.67,0.7696,0.1739,23,4
2025-08-28T12:22:58.451701,33,1681692777,-117.08,0.3408,0.3680,16,21
2025-08-28T12:22:58.451701,33,1714636915,-112.12,0.4707,0.8870,3,3
2025-08-28T12:22:58.452832,39,1804289383,-57.14,0.4255,0.8514,15,23
2025-08-28T12:22:58.452832,39,846930886,-94.35,0.7716,0.6404,0,22
2025-08-28T12:22:58.452832,39,1681692777,-115.59,0.8236,0.9123,8,22
2025-08-28T12:22:58.452832,39,1714636915,-55.03,0.8137,0.3832,20,4
2025-08-28T12:22:58.453912,15,1804289383,-75.07,0.7345,0.5242,3,15
2025-08-28T12:22:58.453912,15,846930886,-79.21,0.3363,0.8078,22,15
2025-08-28T12:22:58.453912,15,1681692777,-97.63,0.8334,0.2454,20,17
2025-08-28T12:22:58.453912,15,1714636915,-119.71,0.9953,0.8406,20,12
2025-08-28T12:22:58.455116,3,1804289383,-116.41,0.1188,0.4793,15,10
2025-08-28T12:22:58.455116,3,846930886,-54.05,0.4191,0.2450,23,1
2025-08-28T12:22:58.455116,3,1681692777,-51.51,0.3941,0.4384,0,16
2025-08-28T12:22:58.455116,3,1714636915,-35.88,0.0212,0.9309,8,27
2025-08-28T12:22:58.456181,88,1804289383,-32.53,0.6605,0.7496,3,15
2025-08-28T12:22:58.456181,88,846930886,-24.86,0.7153,0.4098,3,20
2025-08-28T12:22:58.456181,88,1681692777,-92.78,0.0703,0.6299,26,27
2025-08-28T12:22:58.456181,88,1714636915,-61.76,0.6914,0.9105,7,20
2025-08-28T12:22:58.457258,40,1804289383,-110.04,0.0440,0.8309,25,16
2025-08-28T12:22:58.457258,40,846930886,-93.28,0.0304,0.3185,22,24
2025-08-28T12:22:58.457258,40,1681692777,-33.22,0.9277,0.3061,26,0
2025-08-28T12:22:58.457258,40,1714636915,-119.76,0.5831,0.7444,19,0
2025-08-28T12:22:58.945847,99,1804289383,-46.18,0.3635,0.2530,3,23
2025-08-28T12:22:58.945847,99,846930886,-65.01,0.6486,0.8688,13,0
2025-08-28T12:22:58.945847,99,1681692777,-25.52,0.5939,0.6255,4,0
2025-08-28T12:22:58.945847,99,1714636915,-45.53,0.9753,0.3897,13,12
2025-08-28T12:22:58.947950,93,1804289383,-119.30,0.8377,0.2506,15,8
2025-08-28T12:22:58.947950,93,846930886,-63.26,0.7514,0.8911,6,9
2025-08-28T12:22:58.947950,93,1681692777,-49.80,0.9309,0.9851,18,8
2025-08-28T12:22:58.947950,93,1714636915,-72.06,0.3506,0.0860,24,20
2025-08-28T12:22:58.949772,3,1804289383,-105.56,0.7706,0.8761,9,7
2025-08-28T12:22:58.949772,3,846930886,-81.70,0.5341,0.9929,5,5
2025-08-28T12:22:58.949772,3,1681692777,-52.76,0.2208,0.1675,2,2
2025-08-28T12:22:58.949772,3,1714636915,-63.14,0.4238,0.0006,15,2
2025-08-28T12:22:58.950816,96,1804289383,-48.33,0.1411,0.6664,20,20
2025-08-28T12:22:58.950816,96,846930886,-103.79,0.8027,0.5499,15,12
2025-08-28T12:22:58.950816,96,1681692777,-43.25,0.9328,0.6100,6,7
2025-08-28T12:22:58.950816,96,1714636915,-35.56,0.3016,0.1739,25,14
2025-08-28T12:22:58.951832,24,1804289383,-102.54,0.3861,0.5115,9,14
2025-08-28T12:22:58.951832,24,846930886,-110.87,0.1752,0.9559,7,6
2025-08-28T12:22:58.951832,24,1681692777,-102.79,0.2323,0.8060,6,8
2025-08-28T12:22:58.951832,24,1714636915,-21.49,0.9748,0.8527,18,2
2025-08-28T12:22:58.953024,89,1804289383,-110.12,0.3188,0.2434,24,23
2025-08-28T12:22:58.953024,89,846930886,-43.65,0.2726,0.6246,20,18
2025-08-28T12:22:58.953024,89,1681692777,-33.57,0.1496,0.6233,20,7
2025-08-28T12:22:58.953024,89,1714636915,-55.01,0.0396,0.4928,3,4
2025-08-28T12:22:58.954525,83,1804289383,-101.49,0.9852,0.1204,11,0
2025-08-28T12:22:58.954525,83,846930886,-39.60,0.0378,0.7932,16,0
2025-08-28T12:22:58.954525,83,1681692777,-39.02,0.1228,0.7571,16,12
2025-08-28T12:22:58.954525,83,1714636915,-113.44,0.0824,0.5277,11,22
2025-08-28T12:22:58.955827,87,1804289383,-44.79,0.8175,0.0817,11,21
2025-08-28T12:22:58.955827,87,846930886,-89.96,0.2450,0.0261,19,22
2025-08-28T12:22:58.955827,87,1681692777,-110.66,0.2856,0.3136,23,16
2025-08-28T12:22:58.955827,87,1714636915,-98.72,0.1312,0.8870,6,0
2025-08-28T12:22:58.956960,33,1804289383,-96.13,0.4020,0.4078,7,17
2025-08-28T12:22:58.956960,33,846930886,-51.56,0.7663,0.7697,24,23
2025-08-28T12:22:58.956960,33,1681692777,-46.29,0.5019,0.0654,16,27
2025-08-28T12:22:58.956960,33,1714636915,-71.29,0.9820,0.9042,6,11
2025-08-28T12:22:59.446542,49,1804289383,-33.34,0.4888,0.9059,11,16
2025-08-28T12:22:59.446542,49,846930886,-51.79,0.7536,0.1104,2,24
2025-08-28T12:22:59.446542,49,1681692777,-51.52,0.0842,0.7594,9,1
2025-08-28T12:22:59.446542,49,1714636915,-26.61,0.4511,0.5580,0,24
2025-08-28T12:22:59.448415,33,1804289383,-67.17,0.6778,0.0650,2,24
2025-08-28T12:22:59.448415,33,846930886,-24.90,0.0863,0.8613,4,18
2025-08-28T12:22:59.448415,33,1681692777,-58.90,0.4512,0.9094,5,19
2025-08-28T12:22:59.448415,33,1714636915,-59.12,0.8291,0.3122,19,12
2025-08-28T12:22:59.449683,62,1804289383,-88.61,0.5002,0.2800,6,23
2025-08-28T12:22:59.449683,62,846930886,-76.27,0.2181,0.1740,2,9
2025-08-28T12:22:59.449683,62,1681692777,-38.66,0.9262,0.9366,20,5
2025-08-28T12:22:59.449683,62,1714636915,-54.41,0.5669,0.9342,17,14
2025-08-28T12:22:59.451744,48,1804289383,-84.12,0.7963,0.0724,9,23
2025-08-28T12:22:59.451744,48,846930886,-64.22,0.2930,0.4259,9,4
2025-08-28T12:22:59.451744,48,1681692777,-50.58,0.2357,0.7383,23,21
2025-08-28T12:22:59.451744,48,1714636915,-99.46,0.7806,0.0243,8,12
2025-08-28T12:22:59.452936,55,1804289383,-40.52,0.3192,0.9323,23,22
2025-08-28T12:22:59.452936,55,846930886,-57.89,0.1070,0.0995,9,0
2025-08-28T12:22:59.452936,55,1681692777,-20.68,0.4173,0.4384,22,24
2025-08-28T12:22:59.452936,55,1714636915,-56.45,0.2862,0.6132,21,5
2025-08-28T12:22:59.454234,89,1804289383,-116.59,0.6979,0.4734,11,5
2025-08-28T12:22:59.454234,89,846930886,-53.62,0.0584,0.1578,15,13
2025-08-28T12:22:59.454234,89,1681692777,-59.08,0.9830,0.3121,24,27
2025-08-28T12:22:59.454234,89,1714636915,-50.54,0.7162,0.5732,8,8
2025-08-28T12:22:59.455422,62,1804289383,-90.08,0.5205,0.2008,22,10
2025-08-28T12:22:59.455422,62,846930886,-75.35,0.9124,0.2337,21,12
2025-08-28T12:22:59.455422,62,1681692777,-106.11,0.1444,0.1649,13,11
2025-08-28T12:22:59.455422,62,1714636915,-111.74,0.1974,0.2546,11,8
2025-08-28T12:22:59.456496,18,1804289383,-66.06,0.8893,0.6783,3,26
2025-08-28T12:22:59.456496,18,846930886,-72.34,0.1126,0.6574,20,20
2025-08-28T12:22:59.456496,18,1681692777,-113.16,0.9972,0.5210,11,12
2025-08-28T12:22:59.456496,18,1714636915,-74.55,0.9808,0.8290,17,23
2025-08-28T12:22:59.457474,45,1804289383,-50.43,0.8373,0.0728,18,24
2025-08-28T12:22:59.457474,45,846930886,-35.27,0.9503,0.3387,5,7
2025-08-28T12:22:59.457474,45,1681692777,-25.62,0.7366,0.6976,11,15
2025-08-28T12:22:59.457474,45,1714636915,-63.13,0.0564,0.3568,1,11
2025-08-28T12:22:59.458498,15,1804289383,-64.96,0.3219,0.6280,25,23
2025-08-28T12:22:59.458498,15,846930886,-113.90,0.9072,0.9826,17,14
2025-08-28T12:22:59.458498,15,1681692777,-49.03,0.9585,0.2278,14,24
2025-08-28T12:22:59.458498,15,1714636915,-94.92,0.6999,0.2241,2,0
2025-08-28T12:22:59.459511,86,1804289383,-103.88,0.8975,0.1945,3,15
2025-08-28T12:22:59.459511,86,846930886,-35.23,0.9903,0.3601,24,4
2025-08-28T12:22:59.459511,86,1681692777,-54.52,0.6850,0.9969,1,4
2025-08-28T12:22:59.459511,86,1714636915,-108.57,0.6050,0.2798,22,18
2025-08-28T12:22:59.460449,74,1804289383,-32.32,0.6209,0.8379,14,20
2025-08-28T12:22:59.460449,74,846930886,-113.27,0.1566,0.0022,24,13
2025-08-28T12:22:59.460449,74,1681692777,-79.64,0.3892,0.4688,6,1
2025-08-28T12:22:59.460449,74,1714636915,-98.59,0.3108,0.7857,7,8
2025-08-28T12:22:59.461451,13,1804289383,-116.33,0.5718,0.0438,13,7
2025-08-28T12:22:59.461451,13,846930886,-83.22,0.2608,0.2257,3,18
2025-08-28T12:22:59.461451,13,1681692777,-116.16,0.9886,0.2819,1,27
2025-08-28T12:22:59.461451,13,1714636915,-40.78,0.1950,0.8787,26,19
2025-08-28T12:22:59.463076,5,1804289383,-21.55,0.5046,0.1356,22,5
2025-08-28T12:22:59.463076,5,846930886,-40.95,0.7702,0.8719,9,8
2025-08-28T12:22:59.463076,5,1681692777,-111.87,0.3623,0.1482,10,1
2025-08-28T12:22:59.463076,5,1714636915,-94.02,0.3421,0.5630,5,11
2025-08-28T12:22:59.464217,17,1804289383,-107.51,0.0680,0.7629,23,13
2025-08-28T12:22:59.464217,17,846930886,-20.63,0.0037,0.5851,4,21
2025-08-28T12:22:59.464217,17,1681692777,-44.91,0.4983,0.8712,22,9
2025-08-28T12:22:59.464217,17,1714636915,-109.19,0.5211,0.0281,11,17
2025-08-28T12:22:59.465231,45,1804289383,-39.23,0.7738,0.1539,18,17
2025-08-28T12:22:59.465231,45,846930886,-91.78,0.3706,0.9255,1,1
2025-08-28T12:22:59.465231,45,1681692777,-90.11,0.3502,0.8581,9,22
2025-08-28T12:22:59.465231,45,1714636915,-39.03,0.3026,0.7282,7,19
2025-08-28T12:22:59.466200,9,1804289383,-73.58,0.9095,0.2455,20,6
2025-08-28T12:22:59.466200,9,846930886,-80.78,0.4923,0.3351,11,17
2025-08-28T12:22:59.466200,9,1681692777,-58.68,0.1659,0.7189,8,0
2025-08-28T12:22:59.466200,9,1714636915,-70.29,0.9838,0.7572,23,17
2025-08-28T12:22:59.946836,6,1804289383,-20.96,0.9371,0.2301,27,27
2025-08-28T12:22:59.946836,6,846930886,-62.91,0.7186,0.5629,19,19
2025-08-28T12:22:59.946836,6,1681692777,-86.48,0.4804,0.4587,10,13
2025-08-28T12:22:59.946836,6,1714636915,-58.24,0.8275,0.0426,3,9
2025-08-28T12:22:59.948561,63,1804289383,-58.48,0.1114,0.4613,15,19
2025-08-28T12:22:59.948561,63,846930886,-67.58,0.3725,0.8236,25,15
2025-08-28T12:22:59.948561,63,1681692777,-53.87,0.4613,0.5337,2,17
2025-08-28T12:22:59.948561,63,1714636915,-56.27,0.3799,0.7773,10,6
2025-08-28T12:22:59.949774,56,1804289383,-37.77,0.5034,0.7971,15,1
2025-08-28T12:22:59.949774,56,846930886,-42.99,0.5995,0.2071,18,21
2025-08-28T12:22:59.949774,56,1681692777,-104.99,0.8219,0.2312,17,20
2025-08-28T12:22:59.949774,56,1714636915,-95.45,0.0178,0.9940,19,26
2025-08-28T12:22:59.951152,64,1804289383,-37.48,0.0518,0.9834,3,13
2025-08-28T12:22:59.951152,64,846930886,-99.66,0.8678,0.8948,21,6
2025-08-28T12:22:59.951152,64,1681692777,-90.64,0.3149,0.1772,2,21
2025-08-28T12:22:59.951152,64,1714636915,-105.34,0.6660,0.4648,9,8
2025-08-28T12:22:59.952558,87,1804289383,-99.83,0.9109,0.9660,27,8
2025-08-28T12:22:59.952558,87,846930886,-59.83,0.6665,0.6799,12,14
2025-08-28T12:22:59.952558,87,1681692777,-109.00,0.1051,0.5993,27,24
2025-08-28T12:22:59.952558,87,1714636915,-65.36,0.7096,0.8820,1,0
2025-08-28T12:22:59.953781,98,1804289383,-73.25,0.1885,0.3569,0,11
2025-08-28T12:22:59.953781,98,846930886,-109.15,0.4615,0.4761,25,15
2025-08-28T12:22:59.953781,98,1681692777,-96.18,0.0194,0.0999,19,2
2025-08-28T12:22:59.953781,98,1714636915,-86.65,0.9048,0.2327,10,8
2025-08-28T12:22:59.955420,7,1804289383,-108.65,0.3064,0.6305,25,14
2025-08-28T12:22:59.955420,7,846930886,-90.26,0.9955,0.6291,19,23
2025-08-28T12:22:59.955420,7,1681692777,-73.50,0.4859,0.5593,7,16
2025-08-28T12:22:59.955420,7,1714636915,-115.74,0.9266,0.1926,26,0
2025-08-28T12:22:59.956995,25,1804289383,-58.52,0.1603,0.4673,23,9
2025-08-28T12:22:59.956995,25,846930886,-112.09,0.8475,0.2257,12,23
2025-08-28T12:22:59.956995,25,1681692777,-42.22,0.3855,0.9984,18,1
2025-08-28T12:22:59.956995,25,1714636915,-56.42,0.7733,0.0974,16,26
2025-08-28T12:22:59.958279,43,1804289383,-116.80,0.4023,0.2673,13,1
2025-08-28T12:22:59.958279,43,846930886,-118.37,0.1294,0.3766,17,16
2025-08-28T12:22:59.958279,43,1681692777,-86.36,0.5513,0.7842,24,3
2025-08-28T12:22:59.958279,43,1714636915,-38.25,0.3671,0.5321,19,0
2025-08-28T12:22:59.959572,40,1804289383,-36.19,0.5350,0.5599,5,2
2025-08-28T12:22:59.959572,40,846930886,-65.31,0.0307,0.5117,24,27
2025-08-28T12:22:59.959572,40,1681692777,-101.15,0.7072,0.7271,0,1
2025-08-28T12:22:59.959572,40,1714636915,-102.17,0.0359,0.8252,25,2
2025-08-28T12:23:00.447904,27,1804289383,-107.59,0.3540,0.2942,12,23
2025-08-28T12:23:00.447904,27,846930886,-46.60,0.9493,0.6314,2,27
2025-08-28T12:23:00.447904,27,1681692777,-97.27,0.1363,0.7061,2,24
2025-08-28T12:23:00.447904,27,1714636915,-43.71,0.3567,0.2536,7,0
2025-08-28T12:23:00.451624,88,1804289383,-86.54,0.3651,0.0883,12,6
2025-08-28T12:23:00.451624,88,846930886,-111.77,0.8667,0.4532,0,9
2025-08-28T12:23:00.451624,88,1681692777,-109.81,0.4363,0.2666,5,17
2025-08-28T12:23:00.451624,88,1714636915,-86.93,0.0512,0.5209,16,5
2025-08-28T12:23:00.949749,92,1804289383,-85.60,0.1960,0.9434,18,6
2025-08-28T12:23:00.949749,92,846930886,-31.89,0.5975,0.7056,21,0
2025-08-28T12:23:00.949749,92,1681692777,-84.55,0.2462,0.4376,17,11
2025-08-28T12:23:00.949749,92,1714636915,-22.46,0.2211,0.3351,9,22
2025-08-28T12:23:00.951134,66,1804289383,-89.88,0.4601,0.4149,4,22
2025-08-28T12:23:00.951134,66,846930886,-24.39,0.8221,0.3876,10,8
2025-08-28T12:23:00.951134,66,1681692777,-100.15,0.1521,0.4816,19,4
2025-08-28T12:23:00.951134,66,1714636915,-53.72,0.7960,0.8004,3,19
2025-08-28T12:23:00.952496,12,1804289383,-40.91,0.5830,0.1748,4,12
2025-08-28T12:23:00.952496,12,846930886,-61.06,0.1260,0.4515,16,8
2025-08-28T12:23:00.952496,12,1681692777,-103.56,0.0495,0.8538,12,3
2025-08-28T12:23:00.952496,12,1714636915,-92.40,0.9865,0.4940,23,1
2025-08-28T12:23:00.953571,13,1804289383,-67.72,0.0063,0.5470,10,0
2025-08-28T12:23:00.953571,13,846930886,-71.16,0.3233,0.4508,13,15
2025-08-28T12:23:00.953571,13,1681692777,-104.93,0.0714,0.3183,0,13
2025-08-28T12:23:00.953571,13,1714636915,-89.64,0.2767,0.9990,18,2
2025-08-28T12:23:00.955075,53,1804289383,-74.05,0.5695,0.0265,2,6
2025-08-28T12:23:00.955075,53,846930886,-66.24,0.9535,0.1653,5,27
2025-08-28T12:23:00.955075,53,1681692777,-108.38,0.5439,0.8490,2,8
2025-08-28T12:23:00.955075,53,1714636915,-51.95,0.4394,0.7827,13,25
2025-08-28T12:23:00.956316,19,1804289383,-90.06,0.9013,0.2932,11,6
2025-08-28T12:23:00.956316,19,846930886,-91.44,0.2983,0.9191,1,11
2025-08-28T12:23:00.956316,19,1681692777,-46.83,0.8551,0.1870,22,1
2025-08-28T12:23:00.956316,19,1714636915,-46.24,0.6852,0.9098,2,18
2025-08-28T12:23:00.957432,25,1804289383,-58.65,0.8362,0.6193,1,20
2025-08-28T12:23:00.957432,25,846930886,-55.83,0.3962,0.7087,5,6
2025-08-28T12:23:00.957432,25,1681692777,-44.01,0.5430,0.8319,27,1
2025-08-28T12:23:00.957432,25,1714636915,-51.26,0.0583,0.0776,27,24
2025-08-28T12:23:00.958468,71,1804289383,-91.31,0.4057,0.0814,22,27
2025-08-28T12:23:00.958468,71,846930886,-44.62,0.1967,0.3433,15,4
2025-08-28T12:23:00.958468,71,1681692777,-96.17,0.5900,0.3191,8,27
2025-08-28T12:23:00.958468,71,1714636915,-118.04,0.6344,0.3269,11,11
2025-08-28T12:23:00.959737,11,1804289383,-47.89,0.0050,0.5474,7,20
2025-08-28T12:23:00.959737,11,846930886,-37.56,0.7987,0.0943,14,1
2025-08-28T12:23:00.959737,11,1681692777,-27.63,0.2301,0.2299,19,15
2025-08-28T12:23:00.959737,11,1714636915,-44.97,0.1203,0.1791,5,17
2025-08-28T12:23:00.960696,11,1804289383,-24.15,0.1392,0.0421,24,9
2025-08-28T12:23:00.960696,11,846930886,-35.03,0.2853,0.5366,23,18
2025-08-28T12:23:00.960696,11,1681692777,-37.96,0.8547,0.6201,18,22
2025-08-28T12:23:00.960696,11,1714636915,-114.98,0.6191,0.3558,14,20
2025-08-28T12:23:00.961702,90,1804289383,-108.39,0.9974,0.9163,1,14
2025-08-28T12:23:00.961702,90,846930886,-34.33,0.2952,0.7442,13,12
2025-08-28T12:23:00.961702,90,1681692777,-115.71,0.9958,0.1413,25,10
2025-08-28T12:23:00.961702,90,1714636915,-53.25,0.3283,0.0494,2,13
2025-08-28T12:23:00.962894,25,1804289383,-41.61,0.0212,0.9690,26,9
2025-08-28T12:23:00.962894,25,846930886,-84.44,0.1397,0.2971,22,19
